ID,Question,options,segmented_cot,correct_answer,predicted_answer,target_step_idx,dp,flip,dataset,model
1f550df826ae448ff082,Has the Subway restaurant franchise had any connections with child abusers?,A): Yes||B): No,"1.||Subway is a fast-food restaurant chain.||2.||They have a wide range of menu items, including sandwiches, salads, and soups.||3.||They have a large number of locations worldwide.||4.||There have been no credible reports or evidence linking Subway to child abusers.",0,1,1,0.636,True,sqa,LLaMA-3-8B
1f550df826ae448ff082,Has the Subway restaurant franchise had any connections with child abusers?,A): Yes||B): No,"1.||Subway is a fast-food restaurant chain.||2.||They have a wide range of menu items, including sandwiches, salads, and soups.||3.||They have a large number of locations worldwide.||4.||There have been no credible reports or evidence linking Subway to child abusers.",0,1,3,0.716,True,sqa,LLaMA-3-8B
1f550df826ae448ff082,Has the Subway restaurant franchise had any connections with child abusers?,A): Yes||B): No,"1.||Subway is a fast-food restaurant chain.||2.||They have a wide range of menu items, including sandwiches, salads, and soups.||3.||They have a large number of locations worldwide.||4.||There have been no credible reports or evidence linking Subway to child abusers.",0,1,7,0.733,True,sqa,LLaMA-3-8B
44c59a3ac10f2921a009,Is Rick and Morty considered an anime?,A): Yes||B): No,"Rick and Morty is an American adult animated science fiction sitcom created by Justin Roiland and Dan Harmon.||It is produced by Adult Swim, a programming block on Cartoon Network.||The show is known for its dark humor, complex characters, and exploration of mature themes.||While Rick and Morty has gained a significant following worldwide, it is not typically classified as an anime.",1,1,3,0.640,True,sqa,LLaMA-3-8B
881286dcdded13a96e3b,Can you find Bob Marley's face in most smoke shops?,A): Yes||B): No,"Bob Marley is a famous musician, and his face is often associated with reggae music and the Rastafarian movement.||Many people who enjoy reggae music and the culture surrounding it might also enjoy smoking, which is why you might see his face in smoke shops.||However, not all smoke shops have his face, and not all people who enjoy smoking are fans of reggae music.||So, the answer is:",0,0,1,0.733,True,sqa,LLaMA-3-8B
6cd39b671b2a1d6fb161,"At a presentation about post traumatic stress disorder, would Ariana Grande be a topic of relevance?",A): Yes||B): No,"Post traumatic stress disorder (PTSD) is a mental health condition that can occur after a person experiences a traumatic event, such as a natural disaster, a serious accident, or a violent attack.||Ariana Grande is a singer and entertainer who has not been known to have experienced a traumatic event that would lead to PTSD.",0,1,1,0.705,True,sqa,LLaMA-3-8B
4c088a5366459f2256c6,Did Van Gogh suffer from a mental disorder?,A): Yes||B): No,"Van Gogh was known for his intense emotions and mood swings.||He experienced episodes of depression, anxiety, and psychosis.||He also had a history of self-mutilation and attempted suicide.||These symptoms are consistent with a mental disorder.",0,0,3,0.587,True,sqa,LLaMA-3-8B
a18c59e77cc176f748b2,Do some home remedies result in your skin color turning blue?,A): Yes||B): No,"Some home remedies might cause skin discoloration, but turning blue is quite unlikely.||Most remedies won't have such a drastic effect.||So, the answer is:
(B): No",0,1,0,0.592,True,sqa,LLaMA-3-8B
a18c59e77cc176f748b2,Do some home remedies result in your skin color turning blue?,A): Yes||B): No,"Some home remedies might cause skin discoloration, but turning blue is quite unlikely.||Most remedies won't have such a drastic effect.||So, the answer is:
(B): No",0,1,1,0.589,True,sqa,LLaMA-3-8B
2c71a9a0b7d73c151442,Did Native American tribes teach Spaniards how to cultivate maize?,A): Yes||B): No,Native American tribes were already cultivating maize in the Americas before the arrival of the Spanish.||The Spanish conquistadors arrived in the early 16th century and brought their own agricultural practices with them.||It's likely that the Spanish learned about maize cultivation from the Native American tribes they encountered.,0,0,2,0.951,True,sqa,LLaMA-3-8B
52a0dd337fb870fa3eb8,Has Oscar Wilde's most famous character ever been in an Eva Green project?,A): Yes||B): No,"Oscar Wilde's most famous character is probably Dorian Gray, from his novel ""The Picture of Dorian Gray"".||Eva Green has been in many projects, but I couldn't find any connection between her and Dorian Gray.||So, the answer is:
(B): No",0,1,1,0.644,True,sqa,LLaMA-3-8B
3528723781a97a0e5a7e,Does The Hague border multiple bodies of water?,A): Yes||B): No,"The Hague is a city located in the Netherlands.||The Netherlands is a country with a coastline along the North Sea.||The city of The Hague is situated near the North Sea, but it does not directly border the sea.||However, The Hague does have a coastline along the Scheveningen Bay, which is a part of the North Sea.",1,0,2,0.729,True,sqa,LLaMA-3-8B
3a7d825a0fcb4211742f,Would a geographer use biochemistry in their work?,A): Yes||B): No,"A geographer studies the Earth's physical features, human populations, and the ways in which people interact with the environment.||Biochemistry is the study of the chemical processes that occur within living organisms.||While geographers might study the impact of human activities on the environment, they wouldn't typically use biochemistry in their work.",1,1,2,0.917,True,sqa,LLaMA-3-8B
2cc59f4d25398d251fd6,"Is Olympia, Washington part of ""Ish river country""?",A): Yes||B): No,"Olympia is a city located in the state of Washington, USA.||The Ish River is a river located in the state of Oregon, USA.||Since Olympia is in Washington and the Ish River is in Oregon, it is not part of the ""Ish River country"".",0,1,2,0.594,True,sqa,LLaMA-3-8B
660bfdc17b47f42facac,Are moose used for work near the kingdom of Arendelle?,A): Yes||B): No,"Moose are large, hoofed mammals that live in the wild.||They are not typically used for work in the same way that horses or oxen might be used.||However, in some cultures, moose are hunted for their meat, antlers, and hides.",0,1,0,0.757,True,sqa,LLaMA-3-8B
